"id","timestamp","value","unit"
YJTE53Z,2021-12-17T00:00:00Z,474.842,Wh
xsj-jPj,2021-12-17T00:00:00Z,689.485,Wh
z_Tw8M1,2021-12-17T00:00:00Z,641.326,Wh
0wmxLE8,2021-12-17T00:00:00Z,415.225,Wh
lKHbsZp,2021-12-17T00:00:00Z,449.819,Wh
eYHLrpD,2021-12-17T00:00:00Z,521.168,Wh
S6NEAiS,2021-12-17T00:00:00Z,892.919,Wh
aEiGa8Z,2021-12-17T00:00:00Z,310.449,Wh
3IzD45m,2021-12-17T00:00:00Z,66.9308,Wh
k2aMkIq,2021-12-17T00:00:00Z,831.408,Wh
Ri-HmHo,2021-12-17T00:00:00Z,389.175,Wh
nKTVhGg,2021-12-17T00:00:00Z,37.7288,Wh
orgI08k,2021-12-17T00:00:00Z,329.602,Wh
S11k9iy,2021-12-17T00:00:00Z,217.205,Wh
YlzYvVU,2021-12-17T00:00:00Z,28.3735,Wh
p3kdbXu,2021-12-17T00:00:00Z,301.327,Wh
R1GE7r7,2021-12-17T00:00:00Z,121.924,Wh
pr-n7Gl,2021-12-17T00:00:00Z,22.3437,Wh
Pe9cjye,2021-12-17T00:00:00Z,195.523,Wh
QaXUOAS,2021-12-17T00:00:00Z,446.65,Wh
BqHFXvK,2021-12-17T00:00:00Z,1017.5,Wh
TBOy4bI,2021-12-17T00:00:00Z,64.6381,Wh
BZ3kKbT,2021-12-17T00:00:00Z,33.9786,Wh
A4-uKxx,2021-12-17T00:00:00Z,181.43,Wh
Z-OU1fE,2021-12-17T00:00:00Z,1043.65,Wh
dFTwC3y,2021-12-17T00:00:00Z,595.402,Wh
lxmjzmM,2021-12-17T00:00:00Z,456.693,Wh
aK5J9Rw,2021-12-17T00:00:00Z,516.947,Wh
AC3XWZg,2021-12-17T00:00:00Z,755.305,Wh
ykOrvoS,2021-12-17T00:00:00Z,376.537,Wh
8_pNZQq,2021-12-17T00:00:00Z,730.55,Wh
aO4wNMu,2021-12-17T00:00:00Z,189.475,Wh
ZSL3rJV,2021-12-17T00:00:00Z,1179.52,Wh
OhlX2JW,2021-12-17T00:00:00Z,415.083,Wh
Y20_1EI,2021-12-17T00:00:00Z,747.137,Wh
nKSx9qt,2021-12-17T00:00:00Z,37.5267,Wh
srsgcun,2021-12-17T00:00:00Z,435.094,Wh
esEmUGA,2021-12-17T00:00:00Z,631.115,Wh
_6cfgJy,2021-12-17T00:00:00Z,483.496,Wh
